id,tweet,aspek_A1,aspek_A2,sentimen_S1,sentimen_S2
188,menteri di opspek di akmil setuju saya kira ini upaya presiden untuk menyamakan frekuensi secepatnya dengan anggota kabinet dan segala macam kepala badan ini dan itu yang latar belakangnya bermacam ragam ada menteri yang sampai sekarang masih bawa bantal,Transparansi,Transparansi,Netral,Netral
189,pemerintah khusus nya dinas kesehatan harus segera bertindak cepat,Fleksibilitas,Fleksibilitas,Positif,Positif
190,liat berita hari ini bener bener miris tapi ada yang aku bingungin kenapa ga langsung demo ke istana aja jadi semua aspirasi tersampaikan masalah dpr sama brimob krna ini semua kan terjadi awal mula nya kebijakan presiden ini,Keterwakilan,Keterwakilan,Negatif,Negatif
191,setelah melalui proses negosiasi intensif pemerintah israel telah menyetujui garis penarikan awal yang telah kami tunjukkan dan bagikan kepada pihak hamas apabila hamas memberikan konfirmasi atas kesepakatan ini gencatan senjata akan segera diberlakukan secara langsung,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
192,menkeu purbaya menanggapi santai rencana presiden amerika serikat as donald trump yang mengumumkan kenaikan tarif baru sebesar atas impor produk china menurut purbaya kebijakan agresif as tersebut tidak akan memberikan pengaruh negatif bagi indonesia bahkan justru akan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
193,anggota dpr langsung minta tni al kerahkan pasukan seusai malaysia sebut ambalat jadi laut sulawesi pemerintah malaysia barubaru ini menolak istilah ambalat dan memilih menyebut laut sulawesi terhadap wilayah yang disengketakan dua negara tersebut merespons kebijakan malaysia,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
194,menkeu menilai kebijakan menaikkan pajak secara terusmenerus di tengah perlambatan ekonomi justru berbahaya karena bisa menyeret perekonomian ke dlm spiral penurunan purbaya durian hamish daud rumah untuk semua m bullying bukan kita bp taskin,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
195,menteri keuangan menkeu purbaya yudhi sadewa menanggapi pernyataan gubernur jawa barat jabar dedi mulyadi yang membantah adanya dana mengendap sebesar rp triliun milik pemerintah provinsi jawa barat di perbankan purbaya menegaskan data yang ia sampaikan bersumber dari,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
196,kalo gatal kita garuk gubernur aceh muzakir manaf alias mualem merespons aksi pemerintah provinsi pemprov sumatera utara sumut di bawah komando bobby nasution yang merazia kendaraan berpelat bl asal aceh yang melintas di wilayah langkat pada sabtu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
197,duit pajak rakyat diendapkan buat apa anggaran pemerintah daerah diendapkan buat apa sementara roda ekonomi melambat dan infrastruktur seperti jalan jembatan irigasi pelabuhan di daerah tidak dibangun apakah duitnya buat persiapan kampanye calon tertentu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
198,skak mat qodari ketua bem ui singgung ruu pilkada siap dalam waktu semalam lagilagi kita melihat buruknya cara pemerintah meresponi kritik masyarakat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
199,kpu sebagai lembaga layanan selalu responsif menyikapi setiap situasi publik misalnya tentang permohonan publik terhadap informasi kepemiluan situasi tersebut akan disikapi dengan kebijakan lembaga dan terobosan progresif,Transparansi,Transparansi,Positif,Positif
200,also aku ga bakal tanggapin siapapun yang minta aku bacain tarot yang enggak pemerintah prediksi orang mati bacain without consent i may be kind but i have my own boundaries,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Netral,Netral
201,menkeu purbaya yudhi sadewa soroti realisasi belanja apbd sejumlah pemda yang masih lambat hingga kuartal iii purbaya mengungkapkan ada pemda yang tercatat memiliki simpanan tertinggi di bank di antaranya ada pemerintah kabupaten badung,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
202,menteri keuangan menkeu purbaya yudhi sadewa memastikan bahwa pemerintah sedang mempercepat penyaluran bantuan langsung tunai blt tambahan yang hingga pekan ini belum sepenuhnya tersalurkan kepada masyarakat menurut purbaya penyaluran blt diutamakan bagi masyarakat,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
203,pemerintah indonesia berencana mengembangkan bali sebagai pusat keuangan internasional adapun proyek tersebut akan meniru model dubai international financial center demi mendorong pertumbuhan ekonomi yang melambat dan menarik investor global,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
204,pemerintah menargetkan elektrifikasi jalur kereta komuter rute padalarangcicalengka di wilayah bandung raya rampung dan dapat dioperasikan paling lambat tahun sebagai bagian dari upaya modernisasi transportasi publik di jawa barat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
205,daripada melihat ini sebagai polemik publik sebaiknya memandangnya sebagai dorongan untuk memperkuat sistem komunikasi pemerintahan modern berusaha meningkatkan transparansi jugaresponsif terhadap kebijakan,Transparansi,Transparansi,Positif,Positif
206,bayangin kebijakan krusial yg berpengaruh kritikal pada nyawa rakyat secara langsung ada ditangan boti klo ribuan dan ratusan ribu rakyat mati karena suatu kebijakan gak cuma bool doang yg berdarah tp tangan boti jg penuh darah,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
207,pemerintah berkomitmen menghadirkan programprogram prioritas yang berdampak langsung bagi kesejahteraan rakyat melalui program hasil terbaik cepat program ini dirancang untuk mempercepat pemerataan ekonomi meningkatkan kualitas hidup masyarakat serta memperkuat fondasi,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
208,syarat dan cara cek penerima blt rp ribu yang cair mulai hari ini siapkan data sesuai ktp pemerintah melalui kementerian sosial kemensos akan meluncurkan bantuan langsung tunai blt pada hari ini senin bantuan senilai rp per bulan akan dicairkan,Keterwakilan,Keterwakilan,Positif,Positif
209,penghentian kegiatan oleh pemerintah federal atau government shutdown masih berlangsung kamis shutdown dimulai pada oktober pukul waktu setempat tandatanda tercapainya kesepakatan anggaran antara partai republik dan demokrat masih belum terlihat,Fleksibilitas,Fleksibilitas,Positif,Positif
210,pemerintah dan dewan perwakilan rakyat dpr didesak mengakomodir tuntutan rakyat transparansi reformasi empati usai aksi demonstrasi di berbagai daerah yang berlangsung pada akhir agustus lalu tuntutan ini awalnya beredar luas di media sosial usai kondisi di,Keterwakilan,Keterwakilan,Negatif,Negatif
211,pemerintah prabowo tidak bisa langsung kerja oleh henri subiakto kebijakan politik prabowo dengan menambah atau mengubah ubah nama atau nomenklatur kementerian itu sama saja harus siap membuang waktu penataan hingga bisa sampai satu tahun terutama untuk kementerian yang,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
212,dulu banyak yg protes dan mengeluh saat presiden prabowo melakukan efisiensi anggaran tapi sekarang alhamdulillah dengan efisiensi anggaran pemerintah punya triliun yang akan digunakan untuk blt seskab teddy menyampaikan langsung soal efisiensi anggaran untuk blt,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
213,prabowo tegaskan transparansi pemeriksaan petugas yang melanggar presiden prabowo subianto menekankan pentingnya akuntabilitas dalam penanganan kasus pasca aksi demonstrasi yang berujung ricuh pesan ini menjadi komitmen pemerintah untuk memastikan penegakan hukum berjalan,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
214,presiden ri prabowo subianto pemerintah tidak akan membiarkan aparat kepolisian bertindak sewenangwenang dalam penanganan demonstrasi setiap polisi yang terbukti melakukan pelanggaran hukum akan ditindak dan diproses secara adil hidup prabowo,Fleksibilitas,Fleksibilitas,Positif,Positif
215,penurunan angka stunting menjadi salah satu fokus kerja pemerintah nasional tentunya kami di jateng juga berusaha keras utk menurunkan angka stunting indeks khusus penanganan stunting ikps adalah salah satu yg bisa mengukur kinerja tsb alhamdulillah berkat kekompakan semua,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
216,gubernur bali wayan koster menetapkan moratorium pembangunan akomodasi wisata dan fasilitas komersial mulai untuk mencegah banjir kebijakan ini merupakan tindak lanjut instruksi menteri lingkungan hidup hanif faisol nurofiq dalam rakor penanganan banjir di bali banjir pada,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
217,pemerintah dalam hal ini bgn menjamin bahwa seluruh biaya penanganan medis terkait insiden makanan dari program mbg akan ditanggung sepenuhnya oleh negara ini adalah komitmen serius untuk melindungi anakanak bangsa dan memastikan program gizi berjalan aman,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
218,presiden prabowo memberikan perhatian serius dan instruksi khusus kepada jajaran menteri dan pemerintah daerah mengenai penanganan tuberkulosis tbc di masyarakat mendagri tito karnavian menyampaikan pesan presiden tersebut usai rapat koordinasi rakoor tentang tbc dan mbg,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
219,mau berkontribusi pengurangan sampah simak deh uraian berikut national plastic action partnership menyebut volume sampah plastik di indonesia tumbuh sebesar tahun pemerintah melalui sedang berupaya mengurangi sampah dan penanganan di,Keterwakilan,Keterwakilan,Positif,Positif
220,kebijakan kementanbapanas lambat dan berbelit hingga beras turun mutu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
221,dana di hambur hamburkan untuk kegiatan an di dua tempat ikn dan jakarta sementara tingkat kemiskinan dan pengangguran perlu penanganan ekstra dari pemerintah,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
222,bpk menegaskan pentingnya tindak lanjut atas rekomendasi hasil pemeriksaan sebagai bagian dari upaya untuk meningkatkan akuntabilitas dan transparansi pengelolaan keuangan negara selengkapnya,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
223,hebring jangan lelah ya pemerintah tindak lanjut,Keterwakilan,Keterwakilan,Positif,Positif
224,gubernur aceh muzakir manaf mualem menanggapi gubernur sumatera utara sumut bobby nasution yang merazia kendaraan berpelat bl asal aceh di perbatasan kedua provinsi menurut muzakir manaf kebijakan tersebut tidak perlu direspons berlebihan ia menyebut langkah bobby,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
225,siaran pers refleksi dan evaluasi keterwakilan perempuan di tahun politik segerakan pembahasan ruu pemilu untuk memperkuat kesetaraan gender di parlemen jakarta koalisi masyarakat sipil peduli keterwakilan perempuan bersama institute for advanced research ifar,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
226,bumn telah menargetkan keterwakilan perempuan di posisi kepemimpinan yang berpotensi meningkatkan us miliar produk domestik bruto pdb pada tahun jika dapat meningkatkan kesetaraan gender di dunia kerja mari melangkah bersama membawa kemajuan bagi negeri,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
227,udahlah keterwakilan perempuan di kabinet prabowo terendah sepanjang masa cuma dikasihnya ke yg kayak gini i dont mind circlean tapi yo jaga etika juga saat mbgikn carut marut efisiensi jalan terus masalah tarif there are a lot more capable women to replace her,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
228,kita harus mencermati yang namanya keterwakilan perempuan atau gender minoritas lain atau temanteman difabel atau kaum muda dan suarasuara minoritas lainnya jangan sampai keterlibatan itu hanya kosmetik tokenistik atau bahkan eksploitatif dimanfaatkan belaka,Keterwakilan,Keterwakilan,Positif,Positif
229,kesenjangan gender menurun tapi tantangan masih ada data bps menunjukkan ketimpangan gaji keterwakilan perempuan di posisi kepemimpinan dan akses ke pemerintahan mulai membaik namun indonesia justru turun ke peringkat dalam global gender gap report selain itu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
230,alasan plg klasik tolol ada cewe cm ga kefoto najis dl ada jg tuh cakabem yg waktu dikomen story dukungannya maskulin bgt krn semua yg direpost itu cowo br kelabakan nyari cewe buat minta didukung dan up sgny kl emg ga mikir keterwakilan perempuan seengganya ga usah boong,Keterwakilan,Keterwakilan,Negatif,Negatif
231,di indonesia sendiri keterwakilan perempuan masih skornya di dunia masih agak rendah dalam kesetaraan gender sedangkan di asean untuk skor itu kita sebut dengan gii memang masih kurang,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
232,anggota dpr fraksi gerindra himmatul aliyah menegaskan kehadiran perempuan dalam dunia politik harus ditunjang dengan aturan yang jelas dia mengatakan indonesia masih dalam kategori tingkat partisipasi yang rendah dalam hal keterwakilan perempuan di dunia politik,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
233,keterwakilan perempuan dalam sistem peradilan bukan sekadar soal representasi peradilan yang lebih beragam akan lebih peka terhadap berbagai perspektif dan kebutuhan masyarakat simak opini pengajar dian rositawati via,Keterwakilan,Keterwakilan,Positif,Positif
234,ketua bawalsu rahmat bagja mengungkapkan peran bawaslu dalam mewujudkan pemilu adil gender serta tanpa kekerasan gender hal tersebut diatur dalam undangundang nomor tahun tentang keterwakilan perempuan dan tantangan perempuan dalam politik,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
235,wakil ketua mpr ri lestari moerdijat mengatakan dukungan untuk meningkatkan keterwakilan perempuan pada sektor politik harus konsisten diperkuat demi mewujudkan nilainilai kesetaraan dalam setiap kebijakan yang diterapkan,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
236,halo keterwakilan perempuan dalam pencalonan bukan sekadar angka tetapi wujud nyata dari demokrasi yang lebih representatif perempuan membawa perspektif dan pengalaman berbeda dalam proses pengambilan keputusan publik,Keterwakilan,Keterwakilan,Netral,Netral
237,keterwakilan perempuan di dunia politik belum melampaui target persen padahal hampir tiap parpol memiliki organisasi sayap perempuan yang bisa mendorong representasi politik perempuan kenapa demikian,Keterwakilan,Keterwakilan,Netral,Netral
238,kpu kabupaten cianjur terus berkomitmen menjaga data partai politik yang akurat dan terkini demi mendukung demokrasi yang sehat pemutakhiran data partai politik mencakup kepengurusan keterwakilan perempuan domisili kantor dan keanggotaan dilakukan secara,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
239,inilah susahnya wakil rakyat gak mewakili rakyat yg sebenarnya gak ada keterwakilan sama sekali mereka aja hidupnya gak ada yang susah mana bisa bikin kebijakan buat rakyat yg kebanyakan menengah ke bawah ini gak relate gak napak tanah,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
240,respon berbeda tampak nyata diberikan komisi pemilihan umum kpu dalam menyikapi putusan mahkamah agung ma di satu sisi dan putusan mahkamah konstitusi mk di sisi lain mengapa putusan ma terkait keterwakilan perempuan yang sudah terang benderang kpu tidak acuh dan abai,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
241,kepala daerah terpilih sudah dilantik tentu ada banyak hal yang bisa kita soroti salah satunya bagaimana pendanaan kampanye di pilkada serentak seberapa banyak jumlah perempuan dalam konstetasi politik di pilkada kemarin apakah sudah cukup keterwakilan perempuan,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
242,kementerian pemberdayaan perempuan dan perlindungan anak pppa melakukan serangkaian upaya guna meningkatkan keterwakilan perempuan di parlemen sehingga mencapai target minimal persen dari keseluruhan anggota dewan laman,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
243,memang betul mengontrol dan mengomentari kerja para menteri pemerintah adalah ranah dan kewajiban dpr namun semua itu tidak terlihat selama ini jadi jangan menyalahkan orang jika ada yg melakukan hal tsb diatas pinjam sedikit lirik iwan fals wakil rakyat paduan suara,Keterwakilan,Keterwakilan,Positif,Positif
244,kenapa harus diprotes dulu baru berbenah ya allah otak sebanyak itu gaada yang dipake apa gimana sih kenapa wakil rakyat ga ada yang beneran mewakili rakyat kasian warga lagi warga lagi yg jadi tumbal cuma karena kebijakan asalasalan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
245,wakil rakyat yg kontradiktif dengan apa yg dirasakan oleh rakyat rakyat berpandangan bhw sosok menteri keuangan sekarang memahami kesulitan yg dialami oleh rakyat rakyat berpandangan bhw kebijakan menteri esdm kerap kali menyulitkan masyarakat,Keterwakilan,Keterwakilan,Positif,Positif
246,faktanya gaji amp tunjangan anggota dewan memang kerap jadi sorotan publik transparansi dan ruang dialog terbuka seperti yang diminta leony bisa jadi momentum buat menguji sejauh mana wakil rakyat benarbenar mewakili rakyat,Transparansi,Transparansi,Negatif,Negatif
247,rakyat kecil memperjuangkan masa depan hidupnya atas himpitan dan tekanan hidup yg semakin berat wahai para penguasa rakyat hidup semakin berat kebijakan demi kebaikan yg memberatkan rakyat mu ini sdg kalian hidup makmur mengatasnamakan wakil rakyat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
248,transparansi soal take home pay anggota dpr semakin jelas terbuka usulan agar penghasilan wakil rakyat dibatasi maksimal kelipatan umr adalah langkah brilian untuk mengurangi kesenjangan dan mendorong peningkatan umr lebih dulu apresiasi setinggitingginya untuk budiman,Keterwakilan,Keterwakilan,Positif,Positif
249,lebih dari sepertiga wakil rakyat tidak mempublikasikan jenjang pendidikan terakhirnya di data resmi fenomena ini menimbulkan pertanyaan serius mengenai transparansi data dan kredibilitas wakil rakyat di mata publik baca di sini ta,Keterwakilan,Keterwakilan,Negatif,Negatif
250,saya berkewajiban menegakkan hukum demi keselamatan bangsa ujar presiden di hadapan para wakil rakyat kanwil kemenkum diy,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
251,di nepal apa serusak ini pemerintah dan wakil rakyatnya sampai pejabatnya diberi salam paling hangat,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
252,kpk minta bisikan masyarakat jika punya info soal adanya harta kekayaan penyelenggara negara yang tak masuk ke dalam lhkpn transparansi dan keterlibatan publik dibutuhkan kpk,Transparansi,Transparansi,Positif,Positif
253,lewat tahun reformasi mestinya perbincangan afirmasi keterwakilan perempuan sudah tuntas faktanya pemilu justru seolah mulai dari nol lagi pelemahan perempuan politik datang dari sana sini termasuk dari lembaga negara kpu ayo kita bincangkan bersama di atmajaya,Fleksibilitas,Fleksibilitas,Positif,Positif
254,persentase keterwakilan perempuan di dpr ri itu pasca pemilu gerindra dapat kursi dari total kursi sekalinya ada representasi dapetnya yang modelan narsistik kayak dia pusing,Keterwakilan,Keterwakilan,Positif,Positif
255,tom lembong dipidana tahun karena disebut tidak cermat membuat kebijakan meski tidak menikmati hasilnya lah itu kpu pada pemilu secara sengaja dan berjamaah mengabaikan uu pemilu dan putusan ma soal keterwakilan perempuan dalam pencalonan akhirnya hasil pemilu di dapil,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
256,terlepas dari judulnya yang bombastis ketiadaan keterwakilan perempuan pada acara ini bisa berarti bagi yang ngundang ga ada konten kreator filsafat perempuan yang layak dalam standar mereka ga ada perempuan yang mau ikut dalam diskusi ini apapun alasannya tidak,Keterwakilan,Keterwakilan,Negatif,Negatif
257,diskusi afirmasi amp meritokrasi menjamin keterwakilan perempuan parlemen di pimpinan dan keanggotaan akd narasumber anna margaret lumban gaol ketua cakra wikara indonesia kurniawati hastuti dewi peneliti ahli utama pusat riset politik brin eva kusuma sundari,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
258,undangan diskusi media afirmasi amp meritokrasi menjamin keterwakilan perempuan parlemen di pimpinan dan keanggotaan akd narasumber anna margaret lumban gaol ketua cakra wikara indonesia kurniawati hastuti dewi peneliti ahli utama pusat riset politik brin eva,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
259,meskipun ada regulasi mengenai kuota persen tetapi keterwakilan perempuan dalam peta perpolitikan nasional masih minim project multatuli menemui beberapa caleg perempuan untuk menceritakan kisah perjuangan mereka di dunia politik reportase terbaru,Keterwakilan,Keterwakilan,Negatif,Negatif
260,anggota dpr ri luluk nur hamidah menyambut baik inisiatif dpr ri merekomendasikan negara asean meningkatkan jumlah kuota keterwakilan perempuan pada jabatan tingkat pemerintahan lokal maupun nasional dalam sidang umum ke asean interparlementary assembly aipa,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
261,tkn prabowogibran juga menilai keterwakilan perempuan harus ditingkatkan di berbagai sektor tak terbatas hanya di politik perempuan harus berdaya secara ekonomi dan perlindungan harus dijamin untuk perempuan dan anak katanya,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
262,ternyata meskipun kita sudah keterpilihan kita belum mencapai maksimum itu masih sekitar persen implementasinya karena indonesia termasuk negara yang berada di posisinya di antara negara yang masih persen keterwakilan perempuan dalam politik kata himma,Keterwakilan,Keterwakilan,Negatif,Negatif
263,sidang tahunan mpr ri tahun dibuka oleh ketua mrp ahmad muzani kemudian dilanjutkan dengan pidato pengantar sidang bersama dpr ridpd ri tahun oleh ketua dpr ri puan maharani jumat puan menyampaikan keterwakilan perempuan di dpr ri periode,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
264,seminar publik refleksi dan evaluasi keterwakilan perempuan di tahun politik reformasi menuju tahun tapi keterwakilan perempuan belum sampai ikut serta dengan para ahli dan legislator untuk mengevaluasi keterwakilan perempuan dalam politik senin maret,Fleksibilitas,Fleksibilitas,Positif,Positif
265,ketua dpr puan menyanyikan lagu john lennon imagine di sidang tahunan mpr ia tekankan pentingnya kesetaraan gender dan keterwakilan perempuan via,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
266,para anggota dinilai telah melakukan pembangkangan terhadap hukum dan etika yg berdampak luas amp merugikan upaya afirmasi keterwakilan perempuan dlm politik mereka terbukti telah melanggar kode etik amp dijatuhkan sanksi peringatan keras oleh,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
267,meskipun ada regulasi mengenai kuota persen tetapi keterwakilan perempuan dalam peta perpolitikan nasional masih minim project multatuli menemui beberapa caleg perempuan untuk menceritakan kisah perjuangan mereka di dunia politik,Keterwakilan,Keterwakilan,Negatif,Negatif
268,rakyat daerah disebutkan partai politik dapat melakukan pemutakhiran data partai politik secara berkelanjutan melalui sipol tahun nah datadata yang perlu dimutakhirkan antara lain sebagai berikut kepengurusan keterwakilan perempuan keanggotaan,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Positif,Positif
269,menurut menteri pemberdayaan perempuan dan perlindungan anak bintang puspayoga dalam peraturan kpu nomor tahun disebutkan daftar bakal calon legislatif harus memuat keterwakilan perempuan paling sedikit persen di setiap dapil ld,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
270,himmatul menyampaikan hal ini ketika hadir menjadi pembicara diskusi dengan tema keterwakilan perempuan dalam politik di kawasan yang digelar di gedung dpr kamis himma mengungkit latar belakang para politikus perempuan saat ini,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
271,mengapa untuk putusan ma terkait keterwakilan perempuan yang sudah terang benderang kpu tidak acuh dan abai tetapi di saat yang sama mereka malah siap masuk ke ranah yang belum menjadi putusan mk ikuti pembahasannya di,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
272,goodstats merilis artikel soal implementasi uu no tentang pemilu yang menargetkan minimal keterwakilan perempuan di legislatif namun data menunjukkan dalam enam tahun terakhir angka itu baru ratarata dgn capaian tertinggi pada,Fleksibilitas,Fleksibilitas,Positif,Positif
273,ketua umum kowani giwo rubianto wiyogo mendorong agar keterwakilan perempuan dalam kabinet pemerintahan prabowo subianto dan gibran rakabuming raka semakin meningkat,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
274,pan bisa memberikan kuota kepada caleg perempuan untuk bertarung di pemilu nanti saat ini jumlah keterwakilan perempuan di dpr ri baru atau dari jumlah anggota dpr sudah saatnya keterwakilan perempuan diparlemen ditingkatkan bukan sekadar pelengkap,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
275,senin desember sidang terakhir kami di makhamah konstitusi untuk tahun sidang dengan agenda perjuangan keterwakilan perempuan di keanggotaan dan pimpinan alat kelengkapan dewan akd dalam uu md tentu pada akan ada sidangsidang berikutnya untuk perjuangan,Keterwakilan,Keterwakilan,Positif,Positif
276,csis indonesia tanpa henti merayakan ketangguhan dedikasi dan peran penting perempuan dalam dunia penelitian dan kebijakan keterwakilan perempuan di csis membuktikan bahwa perempuan memiliki suara dan tempat di ruangruang pengambilan keputusan mari dengarkan cerita,Fleksibilitas,Fleksibilitas,Positif,Positif
277,webinar inklusivitas penyelenggaraan pemilu dalam perspektif keterwakilan perempuan di legislatif dan partisipasi pemilih disabilitas senin september pukul wib sd selesai secara daring melalui aplikasi zoom meeting,Keterwakilan,Keterwakilan,Positif,Positif
278,keberadaan organisasi sayap perempuan di suatu parpol sebenarnya bisa memperkuat keterwakilan perempuan baik dalam proses politik internal partai maupun di pemilu namun ternyata tidak semua partai memiliki organisasi sayap ini,Keterwakilan,Keterwakilan,Positif,Positif
279,apa iya sistem pemilu tertentu menjamin penguatan keterwakilan perempuan halo sobat cwi kali ini cwi kembali mennyoroti keterwakilan perempuan di dpr ri berdasarkan hasil pemilu simak uraian selengkapnya di lembar fakta kali ini,Fleksibilitas,Fleksibilitas,Negatif,Negatif
280,hanya parpol yang memenuhi syarat keterwakilan perempuan paling sedikit persen pada semua dct di dapil yaitu partai keadilan sejahtera pks kata direktur eksekutif netgrit hadar nafis gumay,Keterwakilan,Keterwakilan,Positif,Positif
281,komisi pemilihan umum kpu ri diprediksi tidak bakal meminta partai politik untuk merevisi daftar calon tetap dct yang angka keterwakilan perempuan calegnya masih kurang sumber,Fleksibilitas,Fleksibilitas,Positif,Positif
282,namun itu semua tak menyurutkan semangat para caleg perempuan papua ini mereka optimistis dan berharap keterwakilan perempuan dalam politik dapat melahirkan kebijakan yang berpihak pada oap dan perempuan papua,Keterwakilan,Keterwakilan,Positif,Positif
283,halo artikel baru sudah tayang kupas tuntas seputar keterwakilan perempuan dalam pemilu melalui artikel terbaru ini demokrasi egaliter perempuan dalam pemilu simak selengkapnya melalui link berikut,Fleksibilitas,Fleksibilitas,Positif,Positif
284,tingkatkan keterwakilan perempuan hingga persen maryono perkuat demokrasi inklusif di kota tangerang informasi selengkapnya,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
285,deretan lima menteri perempuan yang menjadi harapan baru keterwakilan perempuan sebagai penentu kebijakan di tanah air,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
286,wakil ketua mpr ri perempuan parlemen republik indonesia kppri terus memperkuat keterwakilan perempuan di parlemen sesuai dengan amanat konstitusi hal itu disampaikan lestari moerdijat dalam acara pengukuhan pengurus kppri presidium periode,Kompetensi Menteri,Kompetensi Menteri,Positif,Positif
287,komisi pemilihan umum dinilai lamban merevisi beleid keterwakilan perempuan calon anggota legislatif caleg dalam peraturan kpu pkpu nomor tahun yang dibatalkan mahkamah agung jika aturan itu tidak direvisi hasil pemilihan legislatif,Kompetensi Menteri,Kompetensi Menteri,Negatif,Negatif
288,partai keadilan sejahtera pks menyinggung soal adanya partai politik yang tidak memenuhi keterwakilan perempuan calon anggota legislatif caleg dalam kontestasi pemilu,Kebijakan dan Pelayanan Pemerintah,Kebijakan dan Pelayanan Pemerintah,Negatif,Negatif
289,koalisi masyarakat peduli keterwakilan perempuan mendesak komisi pemilihan umum kpu untuk mengoreksi daftar calon tetap dct yang diajukan partai politik peserta pemilu sumber,Keterwakilan,Keterwakilan,Positif,Positif
